Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,Khối lượng,% Thay đổi
10/05/2019,112.7,112.6,113,112.2,289.16K,0.09%
09/05/2019,112.6,112.7,112.7,111.6,314.14K,0.00%
08/05/2019,112.6,111.5,112.7,111.4,348.50K,0.00%
07/05/2019,112.6,112.2,113.3,111,421.35K,0.36%
06/05/2019,112.2,112,112.3,110.2,290.58K,-0.27%
03/05/2019,112.5,113.7,113.7,112.1,705.50K,-0.97%
02/05/2019,113.6,113.8,113.9,113,190.97K,-0.09%
26/04/2019,113.7,112,113.7,112,826.05K,0.09%
25/04/2019,113.6,113.8,113.8,112,503.49K,-0.18%
24/04/2019,113.8,113,114,112.1,447.82K,0.71%
23/04/2019,113,111.9,113,111,534.66K,0.98%
22/04/2019,111.9,109,111.9,107,794.06K,1.63%
19/04/2019,110.1,110,110.6,108.2,414.05K,1.01%
18/04/2019,109,109.5,110,105,891.24K,-0.91%
17/04/2019,110,111.3,113,110,960.22K,-2.74%
16/04/2019,113.1,109.5,113.1,108,1.23M,-0.09%
12/04/2019,113.2,115,115,113,551.99K,-1.57%
11/04/2019,115,111.8,115,111.8,350.81K,2.86%
10/04/2019,111.8,113,114,110.9,696.00K,-1.06%
09/04/2019,113,116,116,112.8,1.16M,-2.16%
08/04/2019,115.5,115.2,115.8,114.8,435.19K,0.35%
05/04/2019,115.1,115.3,115.4,114.6,235.79K,0.00%
04/04/2019,115.1,115.3,115.8,114.1,383.73K,0.17%
03/04/2019,114.9,115.5,116,114.5,464.27K,-1.20%
02/04/2019,116.3,116.9,117.2,116.2,1.04M,-0.17%
01/04/2019,116.5,116.4,116.5,115.8,828.43K,0.52%
29/03/2019,115.9,115.9,116.8,115.9,1.10M,0.00%
28/03/2019,115.9,113.9,115.9,113.9,561.88K,1.76%
27/03/2019,113.9,115,115.9,113.9,772.08K,0.18%
26/03/2019,113.7,115.5,116.8,113,846.57K,-1.30%
25/03/2019,115.2,117,117.3,115,886.80K,-2.87%
22/03/2019,118.6,117,118.9,117,1.11M,1.37%
21/03/2019,117,120,120.3,117,1.21M,-2.66%
20/03/2019,120.2,121,121,119.1,780.19K,-0.66%
19/03/2019,121,121.3,122.4,120.7,1.19M,-0.25%
18/03/2019,121.3,120,121.3,119.1,1.11M,2.19%
15/03/2019,118.7,119.3,119.3,117.9,1.70M,-0.08%
14/03/2019,118.8,116.5,118.8,115.6,1.16M,1.11%
13/03/2019,117.5,118.5,120,117,1.26M,-0.93%
12/03/2019,118.6,119,119.4,118.2,902.20K,0.25%
11/03/2019,118.3,117,118.3,117,429.39K,0.17%
08/03/2019,118.1,119,119.6,118.1,845.28K,-0.92%
07/03/2019,119.2,117.9,122.5,117.8,1.80M,1.27%
06/03/2019,117.7,117.7,117.7,117.1,377.28K,0.34%
05/03/2019,117.3,117.4,117.8,116.9,706.06K,-0.09%
04/03/2019,117.4,116.7,117.6,115.8,660.55K,2.00%
01/03/2019,115.1,114,117,114,739.26K,0.96%
28/02/2019,114,117,117.4,113.1,1.13M,-2.90%
27/02/2019,117.4,115.5,117.9,115.5,824.62K,1.65%
26/02/2019,115.5,116,116.6,113.5,792.71K,-0.69%
25/02/2019,116.3,117,117.9,115.9,624.89K,-0.60%
22/02/2019,117,118,118.4,116.6,720.97K,-1.18%
21/02/2019,118.4,116.5,118.4,116.3,1.16M,1.63%
20/02/2019,116.5,115.2,116.9,115.2,678.80K,0.43%
19/02/2019,116,113.5,116.6,113.5,1.00M,2.02%
18/02/2019,113.7,112.5,113.7,111.7,829.15K,1.52%
15/02/2019,112,113,113,112,670.90K,-0.80%
14/02/2019,112.9,109,113,109,995.31K,3.58%
13/02/2019,109,108,109.3,107.2,822.04K,-0.09%
12/02/2019,109.1,104.9,109.1,104,769.11K,4.90%
11/02/2019,104,102,104,101.2,527.31K,5.26%
01/02/2019,98.8,103.8,103.8,98.8,2.10M,-4.91%
31/01/2019,103.9,104,104.5,102.5,651.02K,0.00%
30/01/2019,103.9,103.9,104,102.9,370.04K,0.00%
29/01/2019,103.9,104.9,104.9,103,225.31K,0.19%
28/01/2019,103.7,102.9,103.7,102.6,381.26K,0.78%
25/01/2019,102.9,102.8,103.5,102.2,306.67K,0.10%
24/01/2019,102.8,102.5,102.9,102.2,184.72K,0.19%
23/01/2019,102.6,102,103.7,102,299.57K,0.20%
22/01/2019,102.4,102.4,102.4,101.5,258.07K,0.00%
21/01/2019,102.4,102.2,102.4,101.3,404.25K,0.20%
18/01/2019,102.2,101.5,102.2,100.9,498.29K,0.20%
17/01/2019,102,102,102.2,100.7,325.13K,0.00%
16/01/2019,102,101.5,102.1,100.8,518.16K,0.49%
15/01/2019,101.5,101.4,101.5,100.4,711.45K,0.10%
14/01/2019,101.4,101.3,101.9,100.2,562.93K,0.00%
11/01/2019,101.4,101,101.4,100.1,569.03K,0.00%
10/01/2019,101.4,101.2,101.5,100,551.98K,-0.10%
09/01/2019,101.5,101,101.9,99,659.21K,0.50%
08/01/2019,101,102,102,99.7,494.30K,0.00%
07/01/2019,101,100.9,103,99.9,589.15K,0.40%
04/01/2019,100.6,100,100.7,98,458.00K,0.30%
03/01/2019,100.3,100,100.3,98.2,496.95K,-0.10%
02/01/2019,100.4,101.2,101.3,97.5,602.45K,5.35%
28/12/2018,95.3,103.3,103.4,95.3,381.32K,-6.93%
27/12/2018,102.4,101,102.9,101,690.68K,0.49%
26/12/2018,101.9,101,101.9,101,367.75K,0.00%
25/12/2018,101.9,100.1,101.9,100.1,293.61K,-0.10%
24/12/2018,102,102,102.2,101.3,216.96K,0.00%
21/12/2018,102,100.5,102,100,791.04K,0.10%
20/12/2018,101.9,101,102,100.8,387.37K,-0.10%
19/12/2018,102,102,102.3,100.5,506.60K,0.00%
18/12/2018,102,101.8,102,100,531.47K,-0.49%
17/12/2018,102.5,102,102.7,101.9,205.95K,-0.19%
14/12/2018,102.7,102.2,103,101.6,234.66K,-0.10%
13/12/2018,102.8,102.5,103.9,101.8,488.82K,0.59%
12/12/2018,102.2,102.2,102.4,102,403.32K,0.00%
11/12/2018,102.2,102.1,102.2,101.4,457.47K,0.10%
10/12/2018,102.1,102,102.2,101.1,806.73K,-0.10%
07/12/2018,102.2,102.1,102.2,101.5,460.96K,0.10%
06/12/2018,102.1,102.1,102.2,101.1,251.61K,0.00%
05/12/2018,102.1,101.9,102.2,101,461.24K,0.10%
04/12/2018,102,102.4,102.4,101.6,966.49K,0.10%
03/12/2018,101.9,101.8,103,101.3,262.71K,0.20%
30/11/2018,101.7,101,102,97.5,1.02M,-0.29%
29/11/2018,102,102.5,103,101.7,367.13K,0.00%
28/11/2018,102,101.5,102,100.8,577.60K,0.49%
27/11/2018,101.5,100.5,103.2,100.5,467.40K,1.00%
26/11/2018,100.5,99,100.5,98,642.52K,1.52%
23/11/2018,99,98.8,99,97,1.06M,1.02%
22/11/2018,98,97.2,98,96.5,1.35M,0.72%
21/11/2018,97.3,97,97.3,95,1.61M,0.10%
20/11/2018,97.2,94.7,97.2,94.7,1.47M,0.83%
19/11/2018,96.4,90.1,96.4,90.1,1.55M,6.99%
