Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,Khối lượng,% Thay đổi
17/11/2023,42.2,45.2,45.2,42.15,11.57M,-6.43%
16/11/2023,45.1,45.4,45.4,44.85,2.34M,-0.66%
15/11/2023,45.4,45.4,45.6,44.9,6.21M,1.00%
14/11/2023,44.95,44.95,45.5,44.5,3.85M,0.33%
13/11/2023,44.8,45.05,45.05,44.45,3.95M,-0.33%
10/11/2023,44.95,45,45.2,44.4,5.10M,-0.99%
09/11/2023,45.4,44,45.7,44,7.31M,5.58%
08/11/2023,43,41.9,43.05,41.6,4.75M,2.26%
07/11/2023,42.05,41.8,42.15,41.25,4.22M,-0.12%
06/11/2023,42.1,41.95,42.3,41.65,4.29M,1.20%
03/11/2023,41.6,41.7,42.1,41.25,4.09M,0.36%
02/11/2023,41.45,40.5,41.5,39.65,6.05M,2.60%
01/11/2023,40.4,39.7,40.5,39.45,4.62M,-0.25%
31/10/2023,40.5,41.05,41.55,40.45,5.94M,-2.41%
30/10/2023,41.5,41.3,41.55,39.75,6.06M,-0.24%
27/10/2023,41.6,41.65,41.8,38.7,14.00M,0.00%
26/10/2023,41.6,42.9,42.95,41.6,15.11M,-6.94%
25/10/2023,44.7,44.2,45.3,43.85,6.23M,2.88%
24/10/2023,43.45,43.2,43.5,42.9,2.82M,0.12%
23/10/2023,43.4,43.35,43.4,42.6,4.90M,0.12%
20/10/2023,43.35,43,43.35,41.85,5.95M,0.35%
19/10/2023,43.2,43.8,43.9,42.4,5.38M,-1.37%
18/10/2023,43.8,44.05,44.55,41.5,8.87M,-0.45%
17/10/2023,44,45,45.15,44,4.85M,-2.22%
16/10/2023,45,46.05,46.05,45,4.84M,-2.39%
13/10/2023,46.1,46.05,46.45,45.55,5.06M,-0.86%
12/10/2023,46.5,46,47.3,45.8,7.71M,2.31%
11/10/2023,45.45,45.05,45.45,45,3.63M,1.22%
10/10/2023,44.9,45.6,46.15,44.9,5.86M,-0.66%
09/10/2023,45.2,46,46.05,45.2,4.89M,-1.63%
06/10/2023,45.95,45.9,46.25,45,6.19M,0.77%
05/10/2023,45.6,46.2,46.4,44.8,5.36M,-1.08%
04/10/2023,46.1,44.5,46.3,44.05,6.72M,3.60%
03/10/2023,44.5,45.9,46,43.85,12.90M,-5.12%
02/10/2023,46.9,47,47.55,46.5,5.08M,0.11%
29/09/2023,46.85,45.2,48.15,45.15,13.57M,4.11%
28/09/2023,45,45.2,45.3,44.1,6.89M,-0.44%
27/09/2023,45.2,44.6,45.25,44.05,8.89M,0.44%
26/09/2023,45,46,46.75,44.55,15.11M,-3.23%
25/09/2023,46.5,50.1,50.4,46.5,16.84M,-7.00%
22/09/2023,50,51.5,51.6,49.8,17.45M,-4.21%
21/09/2023,52.2,53.8,53.8,52.2,8.50M,-2.43%
20/09/2023,53.5,52,53.5,51.7,11.80M,3.48%
19/09/2023,51.7,53.5,53.9,51.5,12.79M,-2.45%
18/09/2023,53,53.6,53.6,52.4,11.46M,-1.12%
15/09/2023,53.6,56,56.3,53.2,18.95M,-3.42%
14/09/2023,55.5,59.1,59.3,55.5,26.86M,-6.25%
13/09/2023,59.2,60.8,61.4,59.1,16.32M,-1.82%
12/09/2023,60.3,59.8,60.5,59.1,15.07M,2.03%
11/09/2023,59.1,60.1,61.4,59.1,16.36M,0.00%
08/09/2023,59.1,60.5,60.6,59.1,28.22M,-2.80%
07/09/2023,60.8,62,62.5,60.8,16.13M,-1.30%
06/09/2023,61.6,62.4,62.5,60.8,19.41M,-1.12%
05/09/2023,62.3,62.5,63.9,61.7,13.06M,0.32%
31/08/2023,62.1,62.5,64.1,62,14.98M,0.16%
30/08/2023,62,63,63,60.6,24.55M,-2.21%
29/08/2023,63.4,65.7,65.9,63.2,20.65M,-2.01%
28/08/2023,64.7,65,66.7,64.5,16.72M,1.89%
25/08/2023,63.5,65.2,66.7,63.3,17.90M,-1.09%
24/08/2023,64.2,65.7,65.8,62.6,16.62M,-1.23%
23/08/2023,65,69,69,65,20.34M,0.78%
22/08/2023,64.5,67,67.1,62.8,13.12M,-1.98%
21/08/2023,65.8,66,66.1,63.3,22.40M,-1.64%
18/08/2023,66.9,69.1,70,66.9,26.54M,-6.95%
17/08/2023,71.9,75.6,76.6,71.9,22.23M,-4.89%
16/08/2023,75.6,75.6,75.6,75.4,19.41M,6.93%
15/08/2023,70.7,73,73.3,70.7,14.77M,-3.55%
14/08/2023,73.3,74.9,75.4,71.5,12.70M,0.96%
11/08/2023,72.6,72.6,72.6,72.1,23.09M,6.92%
10/08/2023,67.9,66.3,68.4,66.1,7.90M,3.19%
09/08/2023,65.8,67,67.8,65.7,9.77M,-1.79%
08/08/2023,67,64,67.5,63.6,11.06M,4.85%
07/08/2023,63.9,63.5,64.3,62.4,8.09M,2.73%
04/08/2023,62.2,59,62.2,59,21.21M,6.87%
03/08/2023,58.2,58.3,59.5,58,7.52M,-0.17%
02/08/2023,58.3,59,59.9,58.1,12.35M,-1.02%
01/08/2023,58.9,58.8,58.9,58,12.26M,6.90%
31/07/2023,55.1,55.1,55.1,54.6,10.56M,6.99%
28/07/2023,51.5,51.1,51.6,50.9,3.55M,0.78%
27/07/2023,51.1,51,51.5,50.8,3.93M,0.20%
26/07/2023,51,51.4,51.9,51,4.12M,-0.97%
25/07/2023,51.5,52.1,52.2,51.5,3.80M,-0.96%
24/07/2023,52,52.2,52.6,51.8,2.62M,-0.19%
21/07/2023,52.1,52,52.3,51.6,2.32M,0.19%
20/07/2023,52,52.1,52.6,51.6,1.89M,-0.19%
19/07/2023,52.1,52.9,52.9,52.1,1.82M,-1.14%
18/07/2023,52.7,53,53.1,52.6,2.09M,-0.38%
17/07/2023,52.9,51.6,53.1,51.4,4.61M,2.92%
14/07/2023,51.4,51.8,51.8,51,2.01M,-0.19%
13/07/2023,51.5,51.5,52,51.2,1.89M,0.19%
12/07/2023,51.4,51.1,51.9,50.8,2.30M,1.18%
11/07/2023,50.8,51,51.3,50.8,1.93M,-0.20%
10/07/2023,50.9,50.5,51.2,50.2,3.35M,1.60%
07/07/2023,50.1,50.5,50.6,50,2.94M,-0.60%
06/07/2023,50.4,51,51.4,50.4,2.60M,-1.18%
05/07/2023,51,51.4,51.6,50.9,2.48M,-0.58%
04/07/2023,51.3,51.5,51.5,51.1,1.36M,0.39%
03/07/2023,51.1,51.5,51.7,51.1,1.87M,0.20%
30/06/2023,51,51.8,51.9,51,1.74M,-1.54%
29/06/2023,51.8,52.2,52.4,51.8,1.63M,-0.77%
28/06/2023,52.2,52.6,52.7,52,1.89M,-0.38%
27/06/2023,52.4,52.2,53,52.2,2.49M,0.38%
26/06/2023,52.2,52.1,52.7,51.9,1.52M,0.38%
23/06/2023,52,52.1,52.3,51.9,2.18M,-0.76%
22/06/2023,52.4,52.7,52.8,52,1.63M,0.00%
21/06/2023,52.4,52.1,52.4,51.7,2.07M,0.77%
20/06/2023,52,52,52.5,51.9,1.46M,-0.19%
19/06/2023,52.1,53.8,53.8,52.1,2.32M,-2.62%
16/06/2023,53.5,53.8,54,52.6,3.88M,0.00%
15/06/2023,53.5,53.8,54.5,53.3,2.11M,-0.56%
14/06/2023,53.8,54.1,54.7,53.8,2.24M,-0.55%
13/06/2023,54.1,53.7,54.3,53.3,2.11M,1.31%
12/06/2023,53.4,52.5,53.4,52.5,1.71M,2.10%
09/06/2023,52.3,52.5,52.6,52.2,819.00K,-0.19%
08/06/2023,52.4,52.8,53,52.4,1.44M,-0.76%
07/06/2023,52.8,53.3,53.6,52.6,1.66M,-0.75%
06/06/2023,53.2,52.2,53.2,52.2,2.12M,2.11%
05/06/2023,52.1,52.1,52.5,52,1.82M,0.19%
02/06/2023,52,52,52.3,51.9,1.73M,0.00%
01/06/2023,52,52,52.2,51.6,1.53M,0.00%
31/05/2023,52,52.4,52.4,52,2.43M,-0.76%
30/05/2023,52.4,52.7,52.9,52.3,1.32M,-0.57%
29/05/2023,52.7,52,52.9,52,1.38M,1.35%
26/05/2023,52,52.4,52.5,52,1.59M,-1.14%
25/05/2023,52.6,52.6,52.7,52.2,1.45M,0.00%
24/05/2023,52.6,52.8,52.8,52.3,1.29M,0.00%
23/05/2023,52.6,52.2,53.5,52.2,2.02M,0.96%
22/05/2023,52.1,52.5,52.7,51.9,1.86M,-0.76%
19/05/2023,52.5,53.4,53.4,52.1,1.93M,-1.32%
18/05/2023,53.2,53.6,53.8,53,2.08M,0.00%
17/05/2023,53.2,52.9,53.8,52.5,2.17M,0.57%
16/05/2023,52.9,54.6,54.8,52.8,2.62M,-2.76%
15/05/2023,54.4,54.9,54.9,54,4.52M,5.22%
12/05/2023,51.7,50.7,51.9,50.5,2.09M,2.38%
11/05/2023,50.5,50.7,50.7,50.3,1.19M,-0.20%
10/05/2023,50.6,50.8,50.8,50.4,1.07M,0.00%
09/05/2023,50.6,50.9,51,50.4,1.11M,-0.59%
08/05/2023,50.9,50.7,50.9,50.5,1.34M,0.39%
05/05/2023,50.7,50.9,51.4,50.6,1.30M,-1.17%
04/05/2023,51.3,52.1,52.1,51.1,1.50M,-1.54%
28/04/2023,52.1,50.6,52.1,50.6,2.24M,3.17%
27/04/2023,50.5,51.8,51.8,50.5,3.60M,-2.70%
26/04/2023,51.9,52.4,52.4,51.7,1.84M,-1.14%
25/04/2023,52.5,52.8,52.8,51.8,2.72M,-0.19%
24/04/2023,52.6,52.7,52.7,52.2,1.50M,-0.19%
21/04/2023,52.7,52.6,52.7,52.1,1.70M,0.19%
20/04/2023,52.6,52.5,52.7,52.2,1.22M,0.00%
19/04/2023,52.6,52.6,52.7,52.3,1.75M,-0.38%
18/04/2023,52.8,52.9,52.9,52.4,1.76M,-0.19%
17/04/2023,52.9,52.9,53,52.4,1.76M,0.00%
14/04/2023,52.9,53.2,53.5,52.7,1.66M,-0.19%
13/04/2023,53,53.1,53.5,52.7,1.92M,-0.19%
12/04/2023,53.1,53.3,53.5,52.6,3.65M,-0.93%
11/04/2023,53.6,53.7,53.7,52.8,1.85M,-0.37%
10/04/2023,53.8,54.5,54.6,53.3,2.15M,-1.10%
07/04/2023,54.4,55,55,53.4,2.38M,-0.18%
06/04/2023,54.5,56.4,56.4,54.5,2.06M,-1.80%
05/04/2023,55.5,56.7,56.7,55,1.97M,-2.29%
04/04/2023,56.8,58.5,58.7,56.8,1.87M,-2.07%
03/04/2023,58,55.9,58.8,55.6,4.85M,5.45%
31/03/2023,55,53.6,55.2,53.6,2.62M,2.42%
30/03/2023,53.7,53.5,54.9,53.4,993.60K,0.37%
29/03/2023,53.5,53.5,53.6,52.9,585.70K,0.19%
28/03/2023,53.4,53.3,53.6,53.2,782.50K,0.19%
27/03/2023,53.3,53.3,53.8,52.8,702.00K,0.00%
24/03/2023,53.3,52.8,53.7,52.5,830.70K,0.95%
23/03/2023,52.8,52.2,52.8,52.1,2.07M,0.00%
22/03/2023,52.8,52.6,52.9,52.1,1.80M,0.00%
21/03/2023,52.8,52.8,53.4,51.6,1.77M,0.00%
20/03/2023,52.8,53,53.2,51.4,3.36M,-0.75%
17/03/2023,53.2,53.9,54,52.4,3.12M,-0.19%
16/03/2023,53.3,54,55.7,53,3.16M,-1.30%
15/03/2023,54,53,54,53,1.18M,1.89%
14/03/2023,53,53.2,53.2,52.6,1.02M,-0.56%
13/03/2023,53.3,53.1,53.4,52.5,996.80K,0.38%
10/03/2023,53.1,53,53.3,52.5,899.80K,0.19%
09/03/2023,53,53,53.6,52.6,1.04M,0.00%
08/03/2023,53,52.2,53.3,52.2,831.90K,0.57%
07/03/2023,52.7,53,53.2,52.4,1.44M,0.19%
06/03/2023,52.6,52.7,53.3,52.1,1.57M,-0.19%
03/03/2023,52.7,52.8,53,52.2,785.90K,-0.19%
02/03/2023,52.8,52.5,53.3,52.3,769.30K,0.19%
01/03/2023,52.7,52,53.3,51.6,794.70K,0.19%
28/02/2023,52.6,52.5,53,52,912.50K,0.19%
27/02/2023,52.5,52,52.5,51.4,1.39M,-0.76%
24/02/2023,52.9,52.1,52.9,51.7,2.21M,-0.19%
23/02/2023,53,52.8,53.1,51.1,2.39M,0.00%
22/02/2023,53,53.5,53.6,52.4,2.56M,-2.39%
21/02/2023,54.3,54.2,54.7,53.7,1.50M,0.37%
20/02/2023,54.1,53.3,55,53,1.52M,1.12%
17/02/2023,53.5,53.4,53.5,52.2,1.87M,0.19%
16/02/2023,53.4,53,53.7,51.4,3.24M,0.95%
15/02/2023,52.9,52.7,52.9,50.9,3.35M,0.00%
14/02/2023,52.9,53.1,53.1,50.8,3.12M,-0.94%
13/02/2023,53.4,53.1,53.6,52.5,1.41M,-1.11%
10/02/2023,54,53.5,54.3,52.6,1.70M,-0.37%
09/02/2023,54.2,53.5,54.5,52.4,3.01M,-0.37%
08/02/2023,54.4,54.6,54.6,53,2.15M,-1.09%
07/02/2023,55,56,56,53.6,1.65M,-1.79%
06/02/2023,56,55.3,56,54.3,1.42M,0.00%
03/02/2023,56,56,56,55,1.20M,0.36%
02/02/2023,55.8,55.2,56.1,55.1,1.33M,1.09%
01/02/2023,55.2,57.6,57.6,54.8,1.85M,-3.33%
31/01/2023,57.1,58.1,58.5,56.5,1.38M,-1.04%
30/01/2023,57.7,59.5,59.5,57.5,1.12M,-2.53%
27/01/2023,59.2,57.8,59.3,57.6,2.20M,3.14%
19/01/2023,57.4,56.3,57.4,56,2.34M,1.23%
18/01/2023,56.7,55.4,56.7,55,1.65M,2.72%
17/01/2023,55.2,53.5,55.2,53.5,1.37M,0.73%
16/01/2023,54.8,55,55,53.4,1.69M,-0.36%
13/01/2023,55,55,55.3,54.4,1.22M,0.00%
12/01/2023,55,55.5,55.5,54.5,1.07M,-0.18%
11/01/2023,55.1,54.5,55.5,54.1,1.09M,1.10%
10/01/2023,54.5,55,55,53.6,1.74M,-0.91%
09/01/2023,55,56.2,56.2,55,1.20M,-1.96%
06/01/2023,56.1,56,56.1,54.9,1.95M,-0.18%
05/01/2023,56.2,56.1,56.9,55.8,1.64M,0.36%
04/01/2023,56,56.9,57.1,55.9,1.93M,-1.41%
03/01/2023,56.8,53.8,56.8,53.4,2.01M,5.58%
30/12/2022,53.8,53.8,53.9,53,2.46M,0.37%
29/12/2022,53.6,53.2,54,52.5,2.14M,0.19%
28/12/2022,53.5,53.5,53.5,52.1,2.09M,0.19%
27/12/2022,53.4,52.9,54.8,52.1,1.84M,0.95%
26/12/2022,52.9,55,55,52.5,2.37M,-3.99%
23/12/2022,55.1,55.3,55.9,53.9,1.87M,0.18%
22/12/2022,55,56,57,55,2.43M,0.18%
21/12/2022,54.9,56.6,57,54.8,2.48M,-1.79%
20/12/2022,55.9,56.5,57.8,55.1,2.09M,-1.06%
19/12/2022,56.5,59,59.4,56.5,2.87M,-3.25%
16/12/2022,58.4,60.6,60.8,58.4,3.28M,-3.63%
15/12/2022,60.6,61.1,61.6,60.3,2.31M,-0.33%
14/12/2022,60.8,62.5,63.7,60.3,2.90M,-1.30%
13/12/2022,61.6,63.9,64,60.1,2.86M,-2.38%
12/12/2022,63.1,67.8,68,63.1,2.85M,-6.93%
09/12/2022,67.8,70.5,71.7,67.8,2.66M,-3.00%
08/12/2022,69.9,74.4,74.5,69.9,5.60M,-1.83%
07/12/2022,71.2,69.2,71.2,68.5,9.42M,6.91%
06/12/2022,66.6,68.1,68.5,65,1.80M,-2.20%
05/12/2022,68.1,68.8,70,68,2.30M,-1.02%
02/12/2022,68.8,65.1,68.8,65.1,3.59M,4.24%
01/12/2022,66,69.4,69.6,66,3.20M,-5.17%
30/11/2022,69.6,69.5,70.2,68,3.23M,0.29%
29/11/2022,69.4,65,69.4,64.2,3.56M,6.77%
28/11/2022,65,66.5,67.1,65,3.25M,0.00%
25/11/2022,65,63,65,62.6,2.29M,6.56%
24/11/2022,61,60,62.1,60,1.14M,2.18%
23/11/2022,59.7,60.1,62.6,59.7,998.80K,-2.13%
22/11/2022,61,64,65.9,61,1.47M,-4.69%
21/11/2022,64,66,66.7,63.6,1.20M,-2.44%
18/11/2022,65.6,66.9,66.9,63.1,1.69M,1.55%
17/11/2022,64.6,62.4,64.6,60.5,4.79M,6.95%
16/11/2022,60.4,56.9,60.9,56.1,2.25M,5.96%
15/11/2022,57,55.9,57.5,55,1.58M,3.64%
14/11/2022,55,54.2,55.5,53.1,1.39M,1.29%
11/11/2022,54.3,53,54.8,52.5,938.50K,2.45%
10/11/2022,53,53.6,54,52,1.56M,-1.30%
09/11/2022,53.7,53.3,54.3,52.2,1.57M,0.75%
08/11/2022,53.3,52.2,53.3,49.7,2.48M,-0.19%
07/11/2022,53.4,54,54,51.7,1.70M,-1.66%
04/11/2022,54.3,54.9,54.9,52.1,1.62M,-1.45%
03/11/2022,55.1,54.4,55.1,54.3,909.70K,-0.54%
02/11/2022,55.4,55.3,55.4,54,1.35M,0.00%
01/11/2022,55.4,55.7,55.8,54,1.42M,0.00%
31/10/2022,55.4,56,56.4,54.3,1.05M,-0.54%
28/10/2022,55.7,55.4,55.8,53.5,1.28M,1.27%
27/10/2022,55,54.6,55,52.5,1.97M,0.36%
26/10/2022,54.8,56.1,56.1,53.5,1.05M,-2.32%
25/10/2022,56.1,56.3,56.3,53,1.45M,-0.71%
24/10/2022,56.5,56,56.6,52.9,1.61M,-0.53%
21/10/2022,56.8,58.5,58.5,54.5,1.41M,-3.07%
20/10/2022,58.6,58.1,58.7,57.2,1.10M,0.17%
19/10/2022,58.5,58.5,58.7,56.5,826.40K,0.17%
18/10/2022,58.4,56.5,58.6,56.5,606.10K,4.29%
17/10/2022,56,58.6,59,56,738.70K,-6.20%
14/10/2022,59.7,60.5,60.5,58.4,779.40K,-1.16%
13/10/2022,60.4,58.7,61,58.2,1.25M,0.67%
12/10/2022,60,60,60.2,58.3,1.71M,0.00%
11/10/2022,60,58.3,60.1,56.7,2.19M,-0.33%
10/10/2022,60.2,60.2,60.9,57.7,1.24M,0.00%
07/10/2022,60.2,60.5,60.7,58.3,2.99M,0.17%
06/10/2022,60.1,59.8,62,58.1,1.01M,0.17%
05/10/2022,60,57.5,60.9,57,1.33M,5.26%
04/10/2022,57,56,57,54.6,1.30M,2.70%
03/10/2022,55.5,54.9,55.5,53,1.45M,0.91%
30/09/2022,55,53.3,56.4,53.3,1.72M,0.73%
29/09/2022,54.6,57.7,58.2,54.3,1.70M,-5.04%
28/09/2022,57.5,60.1,60.8,57.5,1.14M,-5.74%
27/09/2022,61,62.1,62.2,60.8,639.10K,-1.61%
26/09/2022,62,61.8,62.6,61.6,1.20M,-0.96%
23/09/2022,62.6,63,63.3,62,324.20K,-1.11%
22/09/2022,63.3,62.5,63.3,58.7,1.24M,0.32%
21/09/2022,63.1,63.5,63.6,62.7,482.70K,-1.25%
20/09/2022,63.9,62.6,63.9,62.6,800.10K,1.59%
19/09/2022,62.9,62.5,63.3,62.1,786.00K,0.64%
16/09/2022,62.5,63.2,64.5,62.5,1.68M,-2.19%
15/09/2022,63.9,63.5,64,62.8,851.30K,0.79%
14/09/2022,63.4,63.5,63.7,62.1,711.00K,-1.09%
13/09/2022,64.1,64,64.3,63.6,1.06M,0.16%
12/09/2022,64,64.9,64.9,63.8,552.90K,-0.62%
09/09/2022,64.4,63.2,64.4,62.9,1.19M,2.38%
08/09/2022,62.9,63.3,63.6,62.4,841.20K,0.64%
07/09/2022,62.5,63.3,63.4,62.5,1.35M,-1.26%
06/09/2022,63.3,64.1,64.8,63.1,1.34M,-1.09%
05/09/2022,64,64.8,65.2,64,1.31M,0.47%
31/08/2022,63.7,64,65.7,63.7,1.24M,0.16%
30/08/2022,63.6,63.6,64.1,63.2,868.40K,0.00%
29/08/2022,63.6,64.3,64.4,63,1.34M,-2.15%
26/08/2022,65,66,66,65,861.30K,-1.37%
25/08/2022,65.9,65,65.9,65,483.00K,1.54%
24/08/2022,64.9,65.2,65.8,64.9,787.50K,-0.15%
23/08/2022,65,65.5,65.6,64.8,1.44M,-1.52%
22/08/2022,66,67.2,68,66,1.47M,-2.80%
19/08/2022,67.9,68,68.4,66.8,1.22M,-0.29%
18/08/2022,68.1,67.2,69.3,67.2,2.77M,1.19%
17/08/2022,67.3,66.2,67.8,66,2.20M,2.12%
16/08/2022,65.9,66.4,66.4,65.7,862.20K,-0.75%
15/08/2022,66.4,66.3,66.5,66.1,802.10K,0.30%
12/08/2022,66.2,65.8,66.2,65.5,811.20K,0.61%
11/08/2022,65.8,65.6,66.4,65,1.67M,1.54%
10/08/2022,64.8,65,65.6,64.7,967.90K,-0.77%
09/08/2022,65.3,64.8,65.4,64.7,792.00K,1.08%
08/08/2022,64.6,65.4,65.7,64.6,1.01M,-1.22%
05/08/2022,65.4,65.9,66.2,65.2,1.13M,-1.51%
04/08/2022,66.4,66,66.4,65.4,1.15M,0.61%
03/08/2022,66,65.8,66.4,65.1,1.25M,-0.90%
02/08/2022,66.6,64.8,66.6,64.5,1.37M,2.94%
01/08/2022,64.7,64.9,65.1,64.1,1.26M,1.09%
29/07/2022,64,67.8,67.8,64,1.91M,-4.48%
28/07/2022,67,66.6,67.1,66,1.15M,0.75%
27/07/2022,66.5,66.2,66.8,66,581.40K,0.61%
26/07/2022,66.1,66.1,67.6,66.1,592.70K,-1.78%
25/07/2022,67.3,66.9,67.4,66.5,755.80K,1.20%
22/07/2022,66.5,68.1,68.5,66.5,674.70K,-2.92%
21/07/2022,68.5,68.2,68.8,68.1,930.60K,0.44%
20/07/2022,68.2,68.8,69,68.2,626.10K,-0.87%
19/07/2022,68.8,68,69,68,655.40K,1.18%
18/07/2022,68,69.6,69.6,68,1.09M,-2.30%
15/07/2022,69.6,69.1,69.8,68.6,1.58M,0.14%
14/07/2022,69.5,69.5,69.8,68.5,1.41M,0.00%
13/07/2022,69.5,68.6,70,68.3,2.00M,-0.57%
12/07/2022,69.9,68.6,70.2,68,1.21M,-0.14%
11/07/2022,70,67.7,70,66.2,2.39M,0.00%
08/07/2022,70,70,70.7,67.5,1.41M,0.29%
07/07/2022,69.8,68,69.8,66.5,2.17M,3.41%
06/07/2022,67.5,72,72.1,67.5,2.17M,-6.64%
05/07/2022,72.3,72.7,72.8,72,1.48M,-0.55%
04/07/2022,72.7,72.4,72.7,72.2,758.30K,0.14%
01/07/2022,72.6,73.2,73.4,72.1,1.87M,-1.22%
30/06/2022,73.5,72.7,73.5,72.4,1.88M,0.14%
29/06/2022,73.4,72.8,73.4,72.3,1.43M,-0.27%
28/06/2022,73.6,73,73.8,72.4,2.23M,-0.27%
27/06/2022,73.8,73.8,74.8,73.5,1.82M,-1.07%
24/06/2022,74.6,73.5,74.6,72,1.51M,0.54%
23/06/2022,74.2,74.1,74.2,73,1.55M,-1.07%
22/06/2022,75,74.7,75,73.6,1.42M,0.00%
21/06/2022,75,75.2,75.2,73.8,1.96M,-0.79%
20/06/2022,75.6,76.6,76.6,75.3,2.13M,-1.31%
17/06/2022,76.6,75.8,76.6,75.1,3.73M,0.00%
16/06/2022,76.6,76,77.7,75.8,1.60M,-0.13%
15/06/2022,76.7,76.6,76.9,75.3,2.04M,0.13%
14/06/2022,76.6,76.2,76.6,75.2,2.06M,0.26%
13/06/2022,76.4,76.6,77.4,76.2,1.80M,-2.05%
10/06/2022,78,77.8,78.2,77.5,979.60K,-0.13%
09/06/2022,78.1,78,78.2,77.3,1.54M,0.00%
08/06/2022,78.1,77.8,78.7,77.6,1.44M,0.13%
07/06/2022,78,78.5,78.5,77.7,1.56M,-0.64%
06/06/2022,78.5,78.7,78.9,77.9,1.50M,-0.38%
03/06/2022,78.8,78.1,79.2,78,1.25M,-0.13%
02/06/2022,78.9,79.2,79.2,77.6,2.94M,-0.50%
01/06/2022,79.3,78.6,79.4,78.3,1.54M,0.63%
31/05/2022,78.8,78,79.5,77.7,1.78M,0.38%
30/05/2022,78.5,78,78.5,77.2,1.39M,0.64%
27/05/2022,78,77.4,78,77,1.58M,0.39%
26/05/2022,77.7,77.7,77.7,76.8,2.08M,0.00%
25/05/2022,77.7,77.6,78.1,76.7,1.36M,0.13%
24/05/2022,77.6,77,77.6,76.4,1.57M,0.26%
23/05/2022,77.4,77.6,77.7,76.2,2.64M,-0.51%
20/05/2022,77.8,77.9,77.9,76.5,2.33M,-0.13%
19/05/2022,77.9,76.4,79,76.2,2.65M,-0.13%
18/05/2022,78,78,78,76,2.96M,0.00%
17/05/2022,78,76,78,75.2,1.86M,1.30%
16/05/2022,77,79,79,76.2,1.99M,-1.28%
13/05/2022,78,79,79,77.2,3.13M,-1.27%
12/05/2022,79,80,80,77.1,2.47M,-1.86%
11/05/2022,80.5,80.2,80.5,78.7,1.98M,0.12%
10/05/2022,80.4,78.9,80.4,78.1,2.62M,1.64%
09/05/2022,79.1,78.7,79.2,77.9,2.43M,-0.88%
06/05/2022,79.8,78.5,80,78,1.69M,-0.25%
05/05/2022,80,79.6,80,78.5,1.86M,0.38%
04/05/2022,79.7,79.6,80,77.7,1.44M,-0.38%
29/04/2022,80,77.5,80,76.6,2.15M,2.70%
28/04/2022,77.9,78,78.2,76.3,1.39M,-0.13%
27/04/2022,78,77.5,78,75,2.79M,0.00%
26/04/2022,78,73.5,78.5,73.5,3.66M,2.36%
25/04/2022,76.2,77.8,79.2,72.7,2.74M,-1.93%
22/04/2022,77.7,77.7,79,77.6,1.87M,0.26%
21/04/2022,77.5,79,79.5,77.5,2.68M,-2.27%
20/04/2022,79.3,78,79.8,78,1.71M,0.63%
19/04/2022,78.8,78.6,79.8,77.8,1.82M,-0.88%
18/04/2022,79.5,80,80.1,78.1,2.98M,-1.49%
15/04/2022,80.7,81.5,81.8,80.6,1.68M,-1.22%
14/04/2022,81.7,81.6,82.2,81.1,1.76M,-0.61%
13/04/2022,82.2,81,82.3,80.7,3.15M,1.11%
12/04/2022,81.3,81.4,81.4,80.3,2.36M,-0.49%
08/04/2022,81.7,80,82.4,80,5.19M,2.77%
07/04/2022,79.5,80.2,80.3,77.6,3.70M,-1.24%
06/04/2022,80.5,80.5,82.3,79.5,5.68M,-2.19%
05/04/2022,82.3,82.5,83.1,81.7,3.59M,-0.48%
04/04/2022,82.7,82.5,82.8,81.5,2.73M,0.73%
01/04/2022,82.1,81.4,82.5,80.9,2.61M,1.11%
31/03/2022,81.2,81.1,82.3,81,1.37M,0.12%
30/03/2022,81.1,82.5,82.7,80.4,3.09M,0.37%
29/03/2022,80.8,80,81.8,79.8,2.80M,0.37%
28/03/2022,80.5,79.9,81.2,79.7,2.34M,-0.62%
25/03/2022,81,80.6,81,79.7,2.19M,0.00%
24/03/2022,81,81.4,81.4,80.4,2.00M,-0.49%
23/03/2022,81.4,82.1,82.4,81.4,1.53M,-0.97%
22/03/2022,82.2,81,82.4,81,3.63M,1.48%
21/03/2022,81,78.8,81,78.3,3.71M,2.79%
18/03/2022,78.8,78.3,79.5,77.4,5.52M,0.51%
17/03/2022,78.4,78.3,78.5,77.3,2.57M,0.38%
16/03/2022,78.1,78.3,78.4,77.2,2.95M,-0.26%
15/03/2022,78.3,78,78.6,77,2.73M,0.00%
14/03/2022,78.3,78.8,78.8,77.4,2.62M,-0.89%
11/03/2022,79,78.8,79,77.8,2.22M,-0.13%
10/03/2022,79.1,78.5,80.6,78,4.37M,1.41%
09/03/2022,78,78.1,78.7,77.3,3.05M,0.13%
08/03/2022,77.9,78,78.9,77.1,4.29M,-0.76%
07/03/2022,78.5,78.4,79,77.3,2.44M,-0.63%
04/03/2022,79,79,79.3,77.8,3.82M,0.00%
03/03/2022,79,78.9,80.4,78.3,2.61M,0.13%
02/03/2022,78.9,79.2,79.2,77.2,2.40M,-0.38%
01/03/2022,79.2,77.1,79.9,77,3.47M,2.86%
28/02/2022,77,79.5,79.5,77,4.68M,-2.65%
25/02/2022,79.1,80.9,80.9,79.1,3.39M,-1.25%
